"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 24 17:46:44 CST 2022","Thu Nov 24 17:46:48 CST 2022","4013","testcase","test_login","TestLogin","","","test_01_login[caseinfo0]",""
